<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
PETR3.SA,D,20080104,000000,103.00,103.50,96.60,96.70,2965100,0
PETR3.SA,D,20080107,000000,97.65,97.93,93.38,93.38,1590100,0
PETR3.SA,D,20080108,000000,95.69,100.95,95.62,99.00,1311700,0
PETR3.SA,D,20080109,000000,98.39,100.69,97.65,100.68,1765700,0
PETR3.SA,D,20080110,000000,100.01,101.53,97.11,98.60,2475600,0
PETR3.SA,D,20080111,000000,98.58,99.50,97.00,97.00,1591100,0
PETR3.SA,D,20080114,000000,97.54,97.90,95.75,96.50,1178400,0
PETR3.SA,D,20080115,000000,95.78,96.10,91.06,91.80,1572600,0
PETR3.SA,D,20080116,000000,90.59,92.00,86.08,87.80,1986400,0
PETR3.SA,D,20080117,000000,87.96,88.90,81.50,83.11,1875100,0
PETR3.SA,D,20080118,000000,83.16,86.28,81.54,84.40,2200900,0
PETR3.SA,D,20080121,000000,79.12,79.90,76.95,78.00,1565300,0
PETR3.SA,D,20080122,000000,80.90,88.90,78.93,86.26,4241400,0
PETR3.SA,D,20080123,000000,86.09,86.09,82.00,84.60,2081500,0
PETR3.SA,D,20080124,000000,88.00,92.76,86.52,91.20,2275700,0
PETR3.SA,D,20080128,000000,90.25,97.12,89.51,97.12,2219000,0
PETR3.SA,D,20080129,000000,98.00,98.70,95.40,97.00,1566200,0
PETR3.SA,D,20080130,000000,95.74,99.45,95.27,99.45,1412700,0
PETR3.SA,D,20080131,000000,96.55,96.61,93.98,96.40,2227000,0
PETR3.SA,D,20080201,000000,99.19,99.19,96.00,98.10,1067300,0
PETR3.SA,D,20080206,000000,94.20,95.70,93.77,94.24,2045300,0
PETR3.SA,D,20080207,000000,93.60,98.50,93.53,97.36,1912200,0
PETR3.SA,D,20080208,000000,97.52,99.08,96.85,97.64,1075900,0
PETR3.SA,D,20080211,000000,98.20,100.70,98.11,99.52,1842100,0
PETR3.SA,D,20080212,000000,100.70,102.78,99.62,99.62,1587700,0
PETR3.SA,D,20080213,000000,100.02,102.25,99.96,101.60,1725900,0
PETR3.SA,D,20080214,000000,102.99,103.26,100.57,100.93,1531400,0
PETR3.SA,D,20080215,000000,100.34,100.84,98.65,99.88,904900,0
PETR3.SA,D,20080218,000000,101.90,102.00,100.50,101.86,413300,0
PETR3.SA,D,20080219,000000,102.51,104.24,101.60,101.90,955100,0
PETR3.SA,D,20080220,000000,102.92,103.86,101.00,103.05,1502700,0
PETR3.SA,D,20080221,000000,103.73,104.00,101.00,101.46,1424600,0
PETR3.SA,D,20080222,000000,101.30,103.50,99.19,101.16,946100,0
PETR3.SA,D,20080225,000000,100.90,102.14,100.06,101.99,1049900,0
PETR3.SA,D,20080226,000000,101.01,103.36,99.70,102.21,2211600,0
PETR3.SA,D,20080227,000000,101.49,104.79,101.30,103.89,3309600,0
PETR3.SA,D,20080228,000000,103.89,104.60,103.00,104.05,1337100,0
PETR3.SA,D,20080229,000000,102.51,103.60,97.70,97.70,2882100,0
PETR3.SA,D,20080303,000000,98.03,100.20,95.28,98.20,2263600,0
PETR3.SA,D,20080304,000000,96.70,97.46,93.15,94.30,2495900,0
PETR3.SA,D,20080305,000000,95.60,97.84,94.97,97.00,2068100,0
PETR3.SA,D,20080306,000000,97.07,98.20,95.38,95.38,1424200,0
PETR3.SA,D,20080307,000000,94.86,96.09,92.86,94.08,1142600,0
PETR3.SA,D,20080310,000000,94.12,95.23,92.43,92.58,1056200,0
PETR3.SA,D,20080311,000000,94.11,96.40,93.42,96.20,2248400,0
PETR3.SA,D,20080312,000000,96.55,97.51,95.00,95.90,1188400,0
PETR3.SA,D,20080313,000000,95.00,95.00,92.53,94.52,1990900,0
PETR3.SA,D,20080314,000000,94.81,95.94,91.90,93.99,2235100,0
PETR3.SA,D,20080318,000000,90.85,90.99,88.89,90.01,1332600,0
PETR3.SA,D,20080319,000000,90.20,90.69,83.80,83.80,2242400,0
PETR3.SA,D,20080320,000000,83.29,83.95,81.37,83.25,1790100,0
PETR3.SA,D,20080321,000000,83.25,83.25,83.25,83.25,000,0
PETR3.SA,D,20080324,000000,83.41,86.80,83.30,84.68,2979800,0
PETR3.SA,D,20080325,000000,86.49,89.57,85.50,89.57,5418400,0
PETR3.SA,D,20080326,000000,89.51,91.50,87.81,90.50,4073800,0
PETR3.SA,D,20080327,000000,90.92,91.45,87.82,88.35,1609600,0
PETR3.SA,D,20080328,000000,89.20,89.87,87.52,88.14,1788000,0
PETR3.SA,D,20080331,000000,89.03,90.40,87.35,89.67,3845800,0
PETR3.SA,D,20080401,000000,90.98,91.33,88.58,91.31,3098200,0
PETR3.SA,D,20080402,000000,91.69,94.50,91.50,93.50,2208000,0
PETR3.SA,D,20080403,000000,93.40,96.28,92.21,94.86,2600200,0
PETR3.SA,D,20080404,000000,95.01,96.95,94.30,94.88,1650000,0
PETR3.SA,D,20080407,000000,95.50,96.96,93.82,94.55,2357600,0
PETR3.SA,D,20080408,000000,94.48,96.80,93.52,96.68,1796800,0
PETR3.SA,D,20080409,000000,96.00,98.05,95.80,96.60,1259000,0
PETR3.SA,D,20080410,000000,97.29,97.36,95.50,97.03,1267600,0
PETR3.SA,D,20080411,000000,96.19,96.76,94.81,95.11,1084400,0
PETR3.SA,D,20080414,000000,94.49,104.70,93.52,102.41,9333800,0
PETR3.SA,D,20080415,000000,101.85,104.06,100.35,103.11,5989000,0
PETR3.SA,D,20080416,000000,103.70,104.20,100.65,101.65,4051200,0
PETR3.SA,D,20080417,000000,101.15,104.20,100.55,103.60,4315600,0
PETR3.SA,D,20080418,000000,104.20,105.47,102.60,104.40,2307000,0
PETR3.SA,D,20080421,000000,104.40,104.40,104.40,104.40,000,0
PETR3.SA,D,20080422,000000,106.06,107.40,105.49,105.61,2389600,0
PETR3.SA,D,20080423,000000,105.70,106.42,104.13,104.21,1940800,0
PETR3.SA,D,20080424,000000,104.00,105.19,101.10,102.00,4553200,0
PETR3.SA,D,20080425,000000,103.00,104.48,101.50,103.00,4197800,0
PETR3.SA,D,20080428,000000,51.89,52.65,51.30,51.85,2934800,0
PETR3.SA,D,20080429,000000,51.79,51.79,49.65,49.74,3189700,0
PETR3.SA,D,20080430,000000,50.16,52.18,49.02,50.60,6830200,0
PETR3.SA,D,20080502,000000,52.49,52.60,50.62,51.51,4537000,0
PETR3.SA,D,20080505,000000,52.00,52.90,51.45,52.80,5612900,0
PETR3.SA,D,20080506,000000,52.49,54.29,52.26,54.29,3898400,0
PETR3.SA,D,20080507,000000,54.20,55.06,53.08,53.81,4653700,0
PETR3.SA,D,20080508,000000,53.98,54.80,53.13,53.90,2082600,0
PETR3.SA,D,20080509,000000,53.79,54.74,53.09,54.74,2339400,0
PETR3.SA,D,20080512,000000,54.59,55.21,53.66,54.92,5171600,0
PETR3.SA,D,20080513,000000,56.76,56.85,55.50,56.24,4166000,0
PETR3.SA,D,20080514,000000,56.00,56.50,55.02,55.36,3491300,0
PETR3.SA,D,20080515,000000,55.90,56.43,54.80,56.40,3638000,0
PETR3.SA,D,20080516,000000,57.30,57.90,56.51,57.90,3372600,0
PETR3.SA,D,20080519,000000,58.58,60.06,57.91,59.69,4919400,0
PETR3.SA,D,20080520,000000,59.16,61.50,59.06,61.50,4297700,0
PETR3.SA,D,20080521,000000,62.53,63.90,61.83,62.30,4748400,0
PETR3.SA,D,20080523,000000,60.15,60.99,58.88,59.95,5541600,0
PETR3.SA,D,20080526,000000,60.39,61.70,60.07,61.70,1449000,0
PETR3.SA,D,20080527,000000,61.15,61.29,58.37,59.20,5113700,0
PETR3.SA,D,20080528,000000,58.70,60.55,57.80,60.49,3276700,0
PETR3.SA,D,20080529,000000,60.13,61.03,58.01,58.01,4799100,0
PETR3.SA,D,20080530,000000,59.82,59.82,57.40,57.40,6010600,0
PETR3.SA,D,20080602,000000,57.79,58.97,56.81,58.44,4036800,0
PETR3.SA,D,20080603,000000,58.20,58.39,55.28,55.49,3695000,0
PETR3.SA,D,20080604,000000,55.19,55.19,52.92,53.50,3867200,0
PETR3.SA,D,20080605,000000,53.95,56.06,53.60,56.06,3075700,0
PETR3.SA,D,20080606,000000,56.49,57.80,55.61,56.15,4442600,0
PETR3.SA,D,20080610,000000,55.00,56.05,53.45,54.30,2975500,0
PETR3.SA,D,20080611,000000,54.60,55.46,54.30,54.40,3738600,0
PETR3.SA,D,20080612,000000,54.61,55.47,53.99,54.54,3317300,0
PETR3.SA,D,20080613,000000,55.34,56.25,54.99,55.61,3294700,0
PETR3.SA,D,20080616,000000,56.09,56.60,55.30,55.79,4185600,0
PETR3.SA,D,20080617,000000,56.21,56.55,55.51,56.02,2914400,0
PETR3.SA,D,20080618,000000,55.42,56.00,54.65,55.30,2936600,0
PETR3.SA,D,20080619,000000,55.27,55.30,53.10,53.39,3246100,0
PETR3.SA,D,20080620,000000,53.34,53.99,52.16,52.40,2611500,0
PETR3.SA,D,20080623,000000,52.79,54.07,52.31,53.41,1849200,0
PETR3.SA,D,20080624,000000,53.40,54.33,52.99,53.20,1646600,0
PETR3.SA,D,20080625,000000,53.31,55.14,52.00,54.69,4489700,0
PETR3.SA,D,20080626,000000,53.31,55.17,53.31,54.80,4122700,0
PETR3.SA,D,20080627,000000,55.19,55.56,54.40,55.00,3078300,0
PETR3.SA,D,20080630,000000,55.59,57.03,55.35,56.45,2972600,0
PETR3.SA,D,20080701,000000,56.00,57.31,55.67,56.30,2277400,0
PETR3.SA,D,20080702,000000,56.30,57.20,53.97,54.00,2747300,0
PETR3.SA,D,20080703,000000,52.37,54.75,51.75,51.85,2053200,0
PETR3.SA,D,20080704,000000,51.80,53.15,51.75,52.60,1188900,0
PETR3.SA,D,20080707,000000,53.12,53.70,51.00,51.26,2441700,0
PETR3.SA,D,20080708,000000,51.30,51.36,48.67,49.73,3369300,0
PETR3.SA,D,20080710,000000,49.20,49.69,47.85,49.03,4327300,0
PETR3.SA,D,20080711,000000,49.03,50.59,48.98,49.46,3258300,0
PETR3.SA,D,20080714,000000,50.20,50.25,49.42,49.60,2092500,0
PETR3.SA,D,20080715,000000,48.86,49.36,47.71,48.79,4514800,0
PETR3.SA,D,20080716,000000,48.79,48.90,47.00,48.03,4935700,0
PETR3.SA,D,20080717,000000,48.02,48.45,45.40,46.00,4227700,0
PETR3.SA,D,20080718,000000,46.79,46.99,45.40,46.01,2445400,0
PETR3.SA,D,20080721,000000,46.61,47.38,46.20,47.03,2942800,0
PETR3.SA,D,20080722,000000,46.54,46.85,45.17,45.52,2700900,0
PETR3.SA,D,20080723,000000,45.39,45.65,43.94,44.01,3529600,0
PETR3.SA,D,20080724,000000,43.84,44.32,41.69,41.87,3265600,0
PETR3.SA,D,20080725,000000,41.80,42.45,40.74,41.71,3152000,0
PETR3.SA,D,20080728,000000,42.01,43.40,42.01,42.08,2518300,0
PETR3.SA,D,20080729,000000,42.05,42.90,41.56,42.54,3502600,0
PETR3.SA,D,20080730,000000,43.02,44.90,42.30,44.61,4899300,0
PETR3.SA,D,20080731,000000,44.43,44.85,43.55,43.94,3548000,0
PETR3.SA,D,20080801,000000,42.95,44.18,42.12,42.28,2165300,0
PETR3.SA,D,20080804,000000,42.17,42.17,39.85,40.11,2739800,0
PETR3.SA,D,20080805,000000,40.60,41.01,39.00,39.65,5536300,0
PETR3.SA,D,20080806,000000,40.21,41.60,39.86,40.71,2837400,0
PETR3.SA,D,20080807,000000,41.85,42.60,40.95,41.32,1830700,0
PETR3.SA,D,20080808,000000,40.98,41.60,40.23,41.00,2155300,0
PETR3.SA,D,20080811,000000,41.26,41.80,39.48,39.86,2641500,0
PETR3.SA,D,20080812,000000,40.40,41.40,40.09,40.20,2231800,0
PETR3.SA,D,20080813,000000,40.00,42.08,39.20,41.25,4319300,0
PETR3.SA,D,20080814,000000,41.99,41.99,40.60,40.90,2082400,0
PETR3.SA,D,20080815,000000,40.44,40.90,39.60,40.05,2331400,0
PETR3.SA,D,20080818,000000,40.05,40.65,38.77,38.90,1183500,0
PETR3.SA,D,20080819,000000,38.40,40.86,38.00,40.04,3251700,0
PETR3.SA,D,20080820,000000,40.54,42.39,40.54,42.00,3520300,0
PETR3.SA,D,20080821,000000,42.50,43.82,42.50,43.31,2180000,0
PETR3.SA,D,20080822,000000,43.31,43.94,42.36,43.11,2468300,0
PETR3.SA,D,20080825,000000,42.40,43.16,41.63,41.65,2092000,0
PETR3.SA,D,20080826,000000,41.65,42.80,41.00,42.01,2297400,0
PETR3.SA,D,20080827,000000,42.76,43.32,42.54,43.20,2253600,0
PETR3.SA,D,20080828,000000,43.90,44.10,42.68,43.30,2585400,0
PETR3.SA,D,20080829,000000,43.56,44.02,42.66,42.66,2088200,0
PETR3.SA,D,20080901,000000,42.55,42.55,41.50,41.81,913100,0
PETR3.SA,D,20080902,000000,41.19,41.68,40.46,40.81,4069000,0
PETR3.SA,D,20080903,000000,40.82,41.42,39.30,40.09,3014000,0
PETR3.SA,D,20080904,000000,40.49,40.85,38.20,38.62,3082500,0
PETR3.SA,D,20080905,000000,38.00,38.94,37.00,38.70,5051000,0
PETR3.SA,D,20080908,000000,40.00,40.41,36.90,36.90,6896100,0
PETR3.SA,D,20080909,000000,36.30,36.69,34.30,34.32,4589300,0
PETR3.SA,D,20080910,000000,34.50,35.93,32.91,35.11,6703800,0
PETR3.SA,D,20080911,000000,36.00,38.70,35.00,38.70,7783100,0
PETR3.SA,D,20080912,000000,39.50,40.74,38.51,40.42,3300100,0
PETR3.SA,D,20080915,000000,37.01,38.91,36.40,36.40,4226000,0
PETR3.SA,D,20080916,000000,35.00,38.65,34.01,38.49,4248400,0
PETR3.SA,D,20080917,000000,38.29,39.14,36.30,36.71,5931200,0
PETR3.SA,D,20080918,000000,38.20,40.63,37.20,39.30,5416000,0
PETR3.SA,D,20080919,000000,42.87,43.62,40.48,42.88,4725200,0
PETR3.SA,D,20080922,000000,43.30,44.95,42.61,42.98,4599000,0
PETR3.SA,D,20080923,000000,42.36,43.53,40.24,40.99,5235300,0
PETR3.SA,D,20080924,000000,41.41,43.12,41.00,42.12,2811500,0
PETR3.SA,D,20080925,000000,43.03,44.28,42.63,44.05,3318200,0
PETR3.SA,D,20080926,000000,43.10,43.39,41.70,43.01,2992200,0
PETR3.SA,D,20080929,000000,42.00,42.31,36.40,39.50,7827800,0
PETR3.SA,D,20080930,000000,40.01,42.22,39.02,42.22,4082700,0
PETR3.SA,D,20081001,000000,41.89,42.48,39.60,41.60,4909400,0
PETR3.SA,D,20081002,000000,41.19,41.25,37.50,38.90,5164400,0
PETR3.SA,D,20081003,000000,39.49,41.50,37.43,38.20,4327600,0
PETR3.SA,D,20081006,000000,34.95,37.30,30.73,37.15,5054300,0
PETR3.SA,D,20081007,000000,36.32,38.44,34.15,34.95,5743400,0
PETR3.SA,D,20081008,000000,33.00,36.99,32.00,33.31,13303700,0
PETR3.SA,D,20081009,000000,35.31,35.40,31.04,31.04,7883400,0
PETR3.SA,D,20081010,000000,29.44,31.20,28.14,30.10,6883900,0
PETR3.SA,D,20081013,000000,32.11,33.63,30.46,33.61,7269200,0
PETR3.SA,D,20081014,000000,35.32,36.32,32.50,34.00,5487300,0
PETR3.SA,D,20081015,000000,32.26,32.50,27.84,29.29,9384500,0
PETR3.SA,D,20081016,000000,29.12,29.40,25.32,26.75,7996700,0
PETR3.SA,D,20081017,000000,27.17,29.72,26.25,27.42,5279700,0
PETR3.SA,D,20081020,000000,28.20,31.01,28.20,30.65,2747300,0
PETR3.SA,D,20081021,000000,29.98,31.40,28.90,30.35,3892600,0
PETR3.SA,D,20081022,000000,28.40,29.50,27.42,27.95,5051200,0
PETR3.SA,D,20081023,000000,27.45,28.50,26.00,27.00,5721800,0
PETR3.SA,D,20081024,000000,24.69,26.69,23.61,24.25,7884300,0
PETR3.SA,D,20081027,000000,23.73,23.89,22.00,22.00,4123400,0
PETR3.SA,D,20081028,000000,23.30,24.19,21.30,24.19,6135100,0
PETR3.SA,D,20081029,000000,25.00,27.09,24.20,26.00,8881400,0
PETR3.SA,D,20081030,000000,27.01,28.15,26.60,28.11,6542400,0
PETR3.SA,D,20081031,000000,27.29,29.50,26.76,28.61,4878100,0
PETR3.SA,D,20081103,000000,29.10,29.38,27.75,28.19,2812900,0
PETR3.SA,D,20081104,000000,29.21,31.60,28.80,31.00,4899200,0
PETR3.SA,D,20081105,000000,30.60,31.51,29.42,29.81,5236500,0
PETR3.SA,D,20081106,000000,28.62,29.73,26.92,27.77,4448000,0
PETR3.SA,D,20081107,000000,28.45,29.25,27.50,28.21,2471700,0
PETR3.SA,D,20081110,000000,30.00,30.50,28.55,29.29,3082600,0
PETR3.SA,D,20081111,000000,28.69,29.36,27.80,28.75,2120200,0
PETR3.SA,D,20081112,000000,27.87,27.90,24.94,24.94,4479300,0
PETR3.SA,D,20081113,000000,24.94,26.08,23.88,25.63,3463600,0
PETR3.SA,D,20081114,000000,26.00,26.21,24.42,25.10,3251200,0
PETR3.SA,D,20081117,000000,24.10,25.24,24.07,25.06,2025000,0
PETR3.SA,D,20081118,000000,24.20,24.97,22.91,23.30,2303500,0
PETR3.SA,D,20081119,000000,22.97,23.94,22.20,22.30,2490800,0
PETR3.SA,D,20081121,000000,20.81,21.40,19.54,20.21,9062600,0
PETR3.SA,D,20081124,000000,21.42,23.29,21.23,22.71,8238600,0
PETR3.SA,D,20081125,000000,22.22,23.65,21.90,23.10,6486100,0
PETR3.SA,D,20081126,000000,22.44,24.59,22.35,24.22,4618200,0
PETR3.SA,D,20081127,000000,23.89,24.56,23.59,23.62,1458400,0
PETR3.SA,D,20081128,000000,23.48,24.45,22.95,23.75,3315400,0
PETR3.SA,D,20081201,000000,23.27,23.27,21.52,21.76,3871500,0
PETR3.SA,D,20081202,000000,22.02,22.50,21.50,21.64,2723400,0
PETR3.SA,D,20081203,000000,21.80,22.99,20.78,22.84,4119600,0
PETR3.SA,D,20081204,000000,23.08,23.14,21.79,21.79,3436900,0
PETR3.SA,D,20081205,000000,21.44,21.59,20.20,21.50,6948100,0
PETR3.SA,D,20081208,000000,22.75,24.46,22.48,24.46,6387500,0
PETR3.SA,D,20081209,000000,24.40,25.25,23.75,24.20,4612300,0
PETR3.SA,D,20081210,000000,26.04,27.10,24.88,26.66,7017300,0
PETR3.SA,D,20081211,000000,27.19,28.85,26.80,26.93,6411100,0
PETR3.SA,D,20081212,000000,25.80,27.60,25.73,27.60,3576800,0
PETR3.SA,D,20081215,000000,28.08,29.10,27.28,27.75,3230400,0
PETR3.SA,D,20081216,000000,28.75,28.99,28.20,28.85,3016100,0
PETR3.SA,D,20081217,000000,28.90,30.33,28.65,29.64,6396700,0
PETR3.SA,D,20081218,000000,29.88,30.07,27.86,28.10,6053600,0
PETR3.SA,D,20081219,000000,27.50,28.47,27.10,27.89,2846200,0
PETR3.SA,D,20081222,000000,27.93,28.46,26.11,26.12,4335100,0
PETR3.SA,D,20081223,000000,26.58,26.75,25.82,25.89,1647500,0
PETR3.SA,D,20081226,000000,25.91,26.99,25.91,26.85,1045400,0
PETR3.SA,D,20081229,000000,27.25,27.40,26.34,27.09,1983700,0
PETR3.SA,D,20081230,000000,27.10,27.76,26.40,27.49,3880200,0
PETR3.SA,D,20090102,000000,27.80,30.08,27.80,29.86,3993700,0
PETR3.SA,D,20090105,000000,29.60,31.06,29.16,30.52,3936200,0
PETR3.SA,D,20090106,000000,30.90,31.58,30.34,31.02,3186900,0
PETR3.SA,D,20090107,000000,30.21,30.45,29.00,29.40,3198500,0
PETR3.SA,D,20090108,000000,29.39,30.95,28.80,30.95,2976900,0
PETR3.SA,D,20090109,000000,30.90,31.50,30.17,30.90,2591300,0
PETR3.SA,D,20090112,000000,30.01,30.05,28.43,28.64,3761400,0
PETR3.SA,D,20090113,000000,28.10,29.70,27.85,28.74,2535800,0
PETR3.SA,D,20090114,000000,28.51,29.10,27.50,27.68,4208800,0
PETR3.SA,D,20090115,000000,27.16,28.59,26.63,28.59,6715800,0
PETR3.SA,D,20090116,000000,28.95,29.35,28.40,29.00,3932100,0
PETR3.SA,D,20090119,000000,29.15,29.26,28.35,28.47,721300,0
PETR3.SA,D,20090120,000000,28.25,28.98,27.45,27.45,2256800,0
PETR3.SA,D,20090121,000000,27.79,29.16,27.59,29.01,2577600,0
PETR3.SA,D,20090122,000000,29.40,29.41,27.51,28.31,4634200,0
PETR3.SA,D,20090123,000000,27.46,28.97,27.10,28.24,2948700,0
PETR3.SA,D,20090126,000000,28.40,29.30,27.79,28.59,2987200,0
PETR3.SA,D,20090127,000000,28.59,28.84,28.20,28.35,3072200,0
PETR3.SA,D,20090128,000000,29.27,30.69,28.90,30.45,6221300,0
PETR3.SA,D,20090129,000000,30.00,30.47,29.65,30.02,2642100,0
PETR3.SA,D,20090130,000000,29.90,31.17,29.65,30.37,2541100,0
PETR3.SA,D,20090202,000000,29.61,30.45,29.61,29.76,2415800,0
PETR3.SA,D,20090203,000000,30.07,31.05,29.83,30.91,2330800,0
PETR3.SA,D,20090204,000000,31.16,32.28,30.80,31.16,4308000,0
PETR3.SA,D,20090205,000000,31.08,32.00,30.50,31.50,4058400,0
PETR3.SA,D,20090206,000000,31.69,33.57,31.50,33.20,6876200,0
PETR3.SA,D,20090209,000000,33.00,34.90,32.90,33.61,6833700,0
PETR3.SA,D,20090210,000000,34.10,34.85,33.06,33.38,5773900,0
PETR3.SA,D,20090211,000000,33.61,34.49,32.55,33.00,3707000,0
PETR3.SA,D,20090212,000000,32.34,33.49,31.89,32.75,3652500,0
PETR3.SA,D,20090213,000000,33.79,34.30,33.13,33.92,2772600,0
PETR3.SA,D,20090216,000000,33.80,34.25,33.35,34.25,1393300,0
PETR3.SA,D,20090217,000000,33.05,33.36,32.08,32.31,5405600,0
PETR3.SA,D,20090218,000000,32.70,32.84,30.96,31.57,4284700,0
PETR3.SA,D,20090219,000000,31.83,32.71,31.80,32.20,4150300,0
PETR3.SA,D,20090220,000000,31.20,32.02,30.75,31.50,4362400,0
PETR3.SA,D,20090225,000000,31.50,33.11,31.00,32.25,5865300,0
PETR3.SA,D,20090226,000000,33.00,33.85,32.50,32.50,4379400,0
PETR3.SA,D,20090227,000000,31.67,33.86,31.65,32.70,9092300,0
PETR3.SA,D,20090302,000000,32.19,32.29,30.65,30.68,5710500,0
PETR3.SA,D,20090303,000000,31.15,31.50,29.90,30.50,5711000,0
PETR3.SA,D,20090304,000000,31.76,33.20,31.57,32.51,8926800,0
PETR3.SA,D,20090305,000000,31.92,33.09,31.70,32.10,4295200,0
PETR3.SA,D,20090306,000000,31.40,33.53,30.75,31.51,6758000,0
PETR3.SA,D,20090309,000000,30.80,32.80,30.80,31.59,5200800,0
PETR3.SA,D,20090310,000000,32.50,33.87,32.28,33.32,9921800,0
PETR3.SA,D,20090311,000000,33.70,34.24,33.08,33.53,4548500,0
PETR3.SA,D,20090312,000000,33.69,34.50,33.27,34.30,5885700,0
PETR3.SA,D,20090313,000000,34.60,34.89,33.98,34.40,4833800,0
PETR3.SA,D,20090316,000000,34.64,34.77,33.40,33.60,4427000,0
PETR3.SA,D,20090317,000000,33.70,34.77,33.15,34.60,3289000,0
PETR3.SA,D,20090318,000000,34.25,35.47,33.70,35.00,3381800,0
PETR3.SA,D,20090319,000000,35.61,36.90,35.60,36.32,9487000,0
PETR3.SA,D,20090320,000000,36.32,37.88,35.20,36.32,6453100,0
PETR3.SA,D,20090323,000000,37.60,39.30,37.41,38.97,6872800,0
PETR3.SA,D,20090324,000000,38.65,38.85,37.64,38.15,5405700,0
PETR3.SA,D,20090325,000000,38.47,38.79,37.18,38.33,4715600,0
PETR3.SA,D,20090326,000000,39.00,39.37,37.95,38.18,3885500,0
PETR3.SA,D,20090327,000000,37.50,37.65,36.80,37.05,3052200,0
PETR3.SA,D,20090330,000000,36.21,36.30,35.34,35.78,4141100,0
PETR3.SA,D,20090331,000000,36.30,36.47,35.36,35.38,4929200,0
PETR3.SA,D,20090401,000000,34.87,36.85,34.70,36.60,4805700,0
PETR3.SA,D,20090402,000000,37.83,39.00,37.77,38.40,6730000,0
PETR3.SA,D,20090403,000000,38.13,38.80,37.81,38.50,7285400,0
PETR3.SA,D,20090406,000000,38.00,38.40,37.74,38.07,5300500,0
PETR3.SA,D,20090407,000000,37.63,38.39,37.54,37.72,3397600,0
PETR3.SA,D,20090408,000000,38.10,38.10,37.01,37.60,5258300,0
PETR3.SA,D,20090409,000000,38.50,39.10,38.00,38.80,4151300,0
PETR3.SA,D,20090413,000000,38.56,39.24,38.18,38.90,4855500,0
PETR3.SA,D,20090414,000000,38.60,39.67,38.35,38.58,4388100,0
PETR3.SA,D,20090415,000000,38.22,38.50,37.06,37.60,6498700,0
PETR3.SA,D,20090416,000000,38.08,38.18,37.50,37.80,5826800,0
PETR3.SA,D,20090417,000000,37.50,38.04,37.15,37.35,3042300,0
PETR3.SA,D,20090420,000000,36.70,37.02,35.83,36.20,4607400,0
PETR3.SA,D,20090422,000000,36.50,36.53,35.66,35.79,6007800,0
PETR3.SA,D,20090423,000000,36.20,36.66,35.90,36.51,3673300,0
PETR3.SA,D,20090424,000000,36.75,37.10,36.31,36.60,3101800,0
PETR3.SA,D,20090427,000000,36.25,36.25,35.38,35.71,5836800,0
PETR3.SA,D,20090428,000000,35.34,35.95,34.95,35.80,3509800,0
PETR3.SA,D,20090429,000000,36.30,37.19,35.80,36.91,3432900,0
PETR3.SA,D,20090430,000000,37.47,37.67,36.47,36.84,5397500,0
PETR3.SA,D,20090504,000000,37.73,40.00,37.51,40.00,9162900,0
PETR3.SA,D,20090505,000000,39.90,40.77,39.76,40.50,4260300,0
PETR3.SA,D,20090506,000000,40.88,42.05,40.88,41.05,6652900,0
PETR3.SA,D,20090507,000000,40.64,41.99,39.86,40.26,3668000,0
PETR3.SA,D,20090508,000000,41.25,41.77,40.66,41.66,4682700,0
PETR3.SA,D,20090511,000000,40.80,41.54,40.41,41.30,3477700,0
PETR3.SA,D,20090512,000000,41.92,42.20,40.20,40.45,6411400,0
PETR3.SA,D,20090513,000000,39.74,39.97,39.17,39.35,3455500,0
PETR3.SA,D,20090514,000000,39.35,39.71,39.01,39.52,3196500,0
PETR3.SA,D,20090515,000000,39.12,39.37,38.55,38.98,3982800,0
PETR3.SA,D,20090518,000000,39.44,40.94,38.76,40.85,4103500,0
PETR3.SA,D,20090519,000000,40.99,41.57,40.50,41.00,2989500,0
PETR3.SA,D,20090520,000000,41.57,42.35,41.15,41.50,5744800,0
PETR3.SA,D,20090521,000000,40.90,41.17,40.15,40.70,4044000,0
PETR3.SA,D,20090522,000000,41.28,41.80,40.70,41.20,2766200,0
PETR3.SA,D,20090525,000000,41.40,41.80,41.20,41.37,367600,0
PETR3.SA,D,20090526,000000,41.37,42.35,40.71,42.35,3452500,0
PETR3.SA,D,20090527,000000,42.45,43.09,42.17,42.49,2954800,0
PETR3.SA,D,20090528,000000,43.00,43.78,42.60,43.50,5142800,0
PETR3.SA,D,20090529,000000,44.00,44.50,42.99,43.16,7207100,0
PETR3.SA,D,20090601,000000,44.29,44.73,44.00,44.40,4079200,0
PETR3.SA,D,20090602,000000,43.80,44.45,43.00,43.10,5425200,0
PETR3.SA,D,20090603,000000,42.89,42.89,40.74,41.19,9066500,0
PETR3.SA,D,20090604,000000,41.75,42.50,41.29,42.48,4753000,0
PETR3.SA,D,20090605,000000,43.58,43.58,41.91,42.34,3630100,0
PETR3.SA,D,20090608,000000,41.70,42.81,41.30,42.40,3063100,0
PETR3.SA,D,20090609,000000,42.30,42.55,41.51,42.00,2224200,0
PETR3.SA,D,20090610,000000,42.70,42.70,41.82,42.35,2921600,0
PETR3.SA,D,20090612,000000,42.79,42.85,42.10,42.24,3345500,0
