<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
PETR3.SA,D,20010808,000000,3.62,3.64,3.59,3.59,5332800,0
PETR3.SA,D,20010809,000000,3.58,3.59,3.53,3.54,4374400,0
PETR3.SA,D,20010810,000000,3.57,3.57,3.53,3.56,3198400,0
PETR3.SA,D,20010813,000000,3.56,3.56,3.54,3.54,3292800,0
PETR3.SA,D,20010814,000000,3.54,3.61,3.54,3.60,4371200,0
PETR3.SA,D,20010815,000000,3.59,3.65,3.56,3.62,6032000,0
PETR3.SA,D,20010816,000000,3.58,3.61,3.56,3.58,5035200,0
PETR3.SA,D,20010817,000000,3.53,3.56,3.37,3.37,14156800,0
PETR3.SA,D,20010820,000000,3.26,3.42,3.30,3.38,14292800,0
PETR3.SA,D,20010821,000000,3.37,3.39,3.35,3.39,12065600,0
PETR3.SA,D,20010822,000000,3.44,3.44,3.41,3.43,5177600,0
PETR3.SA,D,20010823,000000,3.44,3.50,3.43,3.46,5136000,0
PETR3.SA,D,20010824,000000,3.50,3.63,3.43,3.61,5782400,0
PETR3.SA,D,20010827,000000,3.61,3.69,3.56,3.65,4387200,0
PETR3.SA,D,20010828,000000,3.62,3.67,3.61,3.62,6088000,0
PETR3.SA,D,20010829,000000,3.62,3.66,3.62,3.64,2950400,0
PETR3.SA,D,20010830,000000,3.62,3.66,3.60,3.62,3892800,0
PETR3.SA,D,20010831,000000,3.59,3.61,3.50,3.60,4968000,0
PETR3.SA,D,20010903,000000,3.59,3.59,3.53,3.58,2115200,0
PETR3.SA,D,20010904,000000,3.61,3.71,3.57,3.69,8532800,0
PETR3.SA,D,20010905,000000,3.76,3.84,3.55,3.78,2921600,0
PETR3.SA,D,20010906,000000,3.75,3.78,3.56,3.60,4113600,0
PETR3.SA,D,20010907,000000,3.60,3.60,3.60,3.60,000,0
PETR3.SA,D,20010910,000000,3.59,3.66,3.56,3.56,5065600,0
PETR3.SA,D,20010911,000000,356.25,3.88,3.38,3.47,1339200,0
PETR3.SA,D,20010912,000000,3.54,3.59,3.50,3.54,5192000,0
PETR3.SA,D,20010913,000000,3.53,3.56,3.31,3.31,9139200,0
PETR3.SA,D,20010914,000000,3.22,3.33,3.06,3.29,6129600,0
PETR3.SA,D,20010917,000000,3.31,3.61,3.28,3.61,12611200,0
PETR3.SA,D,20010918,000000,3.51,3.70,3.49,3.67,6865600,0
PETR3.SA,D,20010919,000000,3.46,3.68,3.55,3.57,6574400,0
PETR3.SA,D,20010920,000000,3.48,3.55,3.38,3.40,5339200,0
PETR3.SA,D,20010921,000000,3.13,3.43,3.06,3.43,4568000,0
PETR3.SA,D,20010924,000000,3.43,3.43,3.43,3.43,000,0
PETR3.SA,D,20010925,000000,3.16,3.25,3.13,3.16,9443200,0
PETR3.SA,D,20010926,000000,3.11,3.17,3.09,3.11,4553600,0
PETR3.SA,D,20010927,000000,3.11,3.17,3.09,3.11,4553600,0
PETR3.SA,D,20010928,000000,3.21,3.31,3.23,3.31,5259200,0
PETR3.SA,D,20011001,000000,3.30,3.30,3.16,3.19,1617600,0
PETR3.SA,D,20011002,000000,3.17,3.19,3.12,3.14,1929600,0
PETR3.SA,D,20011003,000000,3.15,3.20,3.09,3.20,4390400,0
PETR3.SA,D,20011004,000000,3.09,3.28,3.21,3.25,8542400,0
PETR3.SA,D,20011005,000000,3.25,3.26,3.21,3.26,3084800,0
PETR3.SA,D,20011008,000000,3.25,3.26,3.16,3.24,1993600,0
PETR3.SA,D,20011009,000000,3.26,3.30,3.24,3.28,5694400,0
PETR3.SA,D,20011010,000000,3.28,3.41,3.26,3.41,4923200,0
PETR3.SA,D,20011011,000000,3.43,3.50,3.42,3.46,5804800,0
PETR3.SA,D,20011012,000000,3.46,3.46,3.46,3.46,000,0
PETR3.SA,D,20011015,000000,3.51,3.56,3.46,3.56,7728000,0
PETR3.SA,D,20011016,000000,3.56,3.59,3.46,3.47,4409600,0
PETR3.SA,D,20011017,000000,3.53,3.54,3.44,3.49,5403200,0
PETR3.SA,D,20011018,000000,3.41,3.49,3.36,3.38,5540800,0
PETR3.SA,D,20011019,000000,3.37,3.41,3.30,3.36,9638400,0
PETR3.SA,D,20011022,000000,3.38,3.44,3.35,3.43,3608000,0
PETR3.SA,D,20011023,000000,3.44,3.46,3.41,3.43,4974400,0
PETR3.SA,D,20011024,000000,3.39,3.46,3.38,3.44,4209600,0
PETR3.SA,D,20011025,000000,3.35,3.41,3.33,3.38,3384000,0
PETR3.SA,D,20011026,000000,3.41,3.46,3.38,3.39,3272000,0
PETR3.SA,D,20011029,000000,3.38,3.43,3.30,3.31,3003200,0
PETR3.SA,D,20011030,000000,3.31,3.31,3.24,3.24,4281600,0
PETR3.SA,D,20011031,000000,3.34,3.37,3.27,3.34,8844800,0
PETR3.SA,D,20011101,000000,3.28,3.36,3.28,3.33,8323200,0
PETR3.SA,D,20011102,000000,3.33,3.33,3.33,3.33,000,0
PETR3.SA,D,20011105,000000,3.30,3.40,3.29,3.30,2913600,0
PETR3.SA,D,20011106,000000,3.33,3.36,3.23,3.23,6864000,0
PETR3.SA,D,20011107,000000,3.26,3.28,3.22,3.27,6195200,0
PETR3.SA,D,20011108,000000,3.27,3.39,3.31,3.33,7040000,0
PETR3.SA,D,20011109,000000,3.44,3.53,3.36,3.50,4606400,0
PETR3.SA,D,20011112,000000,3.38,3.50,3.36,3.36,3843200,0
PETR3.SA,D,20011113,000000,3.33,3.42,3.30,3.34,9115200,0
PETR3.SA,D,20011114,000000,3.28,3.38,3.21,3.22,12864000,0
PETR3.SA,D,20011115,000000,3.22,3.22,3.22,3.22,000,0
PETR3.SA,D,20011116,000000,3.06,3.06,2.96,2.97,8428800,0
PETR3.SA,D,20011119,000000,3.06,3.09,2.96,3.02,8835200,0
PETR3.SA,D,20011120,000000,3.08,3.11,3.03,3.08,5808000,0
PETR3.SA,D,20011121,000000,3.14,3.16,3.08,3.16,5200000,0
PETR3.SA,D,20011122,000000,3.19,3.31,3.19,3.28,3473600,0
PETR3.SA,D,20011123,000000,3.12,3.26,3.12,3.17,5307200,0
PETR3.SA,D,20011126,000000,3.22,3.23,3.18,3.18,6142400,0
PETR3.SA,D,20011127,000000,3.22,3.22,3.13,3.13,10488000,0
PETR3.SA,D,20011128,000000,3.16,3.17,3.10,3.17,9907200,0
PETR3.SA,D,20011129,000000,3.16,3.19,3.11,3.12,8536000,0
PETR3.SA,D,20011130,000000,3.19,3.22,3.12,3.19,6656000,0
PETR3.SA,D,20011203,000000,3.20,3.31,3.14,3.31,7065600,0
PETR3.SA,D,20011204,000000,3.29,3.34,3.24,3.31,12352000,0
PETR3.SA,D,20011205,000000,3.38,3.38,3.31,3.38,8984000,0
PETR3.SA,D,20011206,000000,3.35,3.36,3.28,3.30,4937600,0
PETR3.SA,D,20011207,000000,3.24,3.28,3.16,3.17,9312000,0
PETR3.SA,D,20011210,000000,3.12,3.16,3.12,3.14,5273600,0
PETR3.SA,D,20011211,000000,3.14,3.19,3.09,3.12,8606400,0
PETR3.SA,D,20011212,000000,3.11,3.14,3.06,3.11,6004800,0
PETR3.SA,D,20011213,000000,3.07,3.11,3.03,3.04,3420800,0
PETR3.SA,D,20011214,000000,3.03,3.06,3.00,3.01,1310400,0
PETR3.SA,D,20011217,000000,3.07,3.07,3.01,3.03,2529600,0
PETR3.SA,D,20011218,000000,3.06,3.12,3.04,3.11,3347200,0
PETR3.SA,D,20011219,000000,3.11,3.11,3.11,3.11,000,0
PETR3.SA,D,20011220,000000,3.14,3.17,3.06,3.08,9529600,0
PETR3.SA,D,20011221,000000,3.12,3.15,3.09,3.12,8619200,0
PETR3.SA,D,20011224,000000,3.12,3.12,3.12,3.12,000,0
PETR3.SA,D,20011225,000000,3.12,3.12,3.12,3.12,000,0
PETR3.SA,D,20011226,000000,3.14,3.17,3.12,3.16,5187200,0
PETR3.SA,D,20011227,000000,3.16,3.31,3.16,3.24,6334400,0
PETR3.SA,D,20011228,000000,3.27,3.30,3.24,3.28,7192000,0
PETR3.SA,D,20011231,000000,3.28,3.28,3.28,3.28,000,0
PETR3.SA,D,20020101,000000,3.28,3.28,3.28,3.28,000,0
PETR3.SA,D,20020102,000000,3.34,3.34,3.28,3.32,3724800,0
PETR3.SA,D,20020103,000000,3.35,3.38,3.32,3.37,6564800,0
PETR3.SA,D,20020104,000000,3.34,3.35,3.27,3.32,4848000,0
PETR3.SA,D,20020107,000000,3.35,3.40,3.31,3.36,3348800,0
PETR3.SA,D,20020108,000000,3.30,3.36,3.32,3.34,2145600,0
PETR3.SA,D,20020109,000000,3.29,3.33,3.28,3.31,3422400,0
PETR3.SA,D,20020110,000000,3.27,3.31,3.26,3.30,2523200,0
PETR3.SA,D,20020111,000000,3.29,3.31,3.22,3.22,2774400,0
PETR3.SA,D,20020114,000000,3.18,3.19,3.07,3.09,5972800,0
PETR3.SA,D,20020115,000000,3.09,3.13,3.06,3.07,3064000,0
PETR3.SA,D,20020116,000000,3.03,3.11,3.03,3.08,3702400,0
PETR3.SA,D,20020117,000000,3.12,3.14,3.07,3.12,2502400,0
PETR3.SA,D,20020118,000000,3.12,3.14,3.10,3.13,1651200,0
PETR3.SA,D,20020121,000000,3.10,3.10,3.07,3.07,1377600,0
PETR3.SA,D,20020122,000000,3.11,3.12,3.06,3.06,6289600,0
PETR3.SA,D,20020123,000000,3.06,3.08,3.04,3.05,2291200,0
PETR3.SA,D,20020124,000000,3.01,3.06,3.00,3.03,7718400,0
PETR3.SA,D,20020125,000000,3.03,3.03,3.03,3.03,000,0
PETR3.SA,D,20020128,000000,3.06,3.14,3.06,3.13,7696000,0
PETR3.SA,D,20020129,000000,3.12,3.13,3.04,3.06,4449600,0
PETR3.SA,D,20020130,000000,3.12,3.09,3.01,3.09,3876800,0
PETR3.SA,D,20020131,000000,3.08,3.12,3.03,3.12,5931200,0
PETR3.SA,D,20020201,000000,3.09,3.12,3.07,3.09,3510400,0
PETR3.SA,D,20020204,000000,3.08,3.12,3.06,3.09,3579200,0
PETR3.SA,D,20020205,000000,3.07,3.09,3.05,3.07,2304000,0
PETR3.SA,D,20020206,000000,3.08,3.12,3.07,3.11,3587200,0
PETR3.SA,D,20020207,000000,3.10,3.11,3.08,3.09,1974400,0
PETR3.SA,D,20020208,000000,3.08,3.11,3.05,3.06,2552000,0
PETR3.SA,D,20020211,000000,3.06,3.06,3.06,3.06,000,0
PETR3.SA,D,20020212,000000,3.06,3.06,3.06,3.06,000,0
PETR3.SA,D,20020213,000000,3.17,3.19,3.06,3.15,6459200,0
PETR3.SA,D,20020214,000000,3.16,3.21,3.15,3.19,3118400,0
PETR3.SA,D,20020215,000000,3.21,3.22,3.19,3.21,3179200,0
PETR3.SA,D,20020218,000000,3.17,3.18,3.16,3.16,1251200,0
PETR3.SA,D,20020219,000000,3.17,3.22,3.15,3.19,6248000,0
PETR3.SA,D,20020220,000000,3.17,3.22,3.15,3.22,3382400,0
PETR3.SA,D,20020221,000000,3.24,3.30,3.21,3.27,4417600,0
PETR3.SA,D,20020222,000000,3.34,3.40,3.25,3.34,8516800,0
PETR3.SA,D,20020225,000000,3.39,3.43,3.37,3.39,5016000,0
PETR3.SA,D,20020226,000000,3.43,3.49,3.39,3.48,8897600,0
PETR3.SA,D,20020227,000000,3.51,3.59,3.49,3.58,9340800,0
PETR3.SA,D,20020228,000000,3.58,3.58,3.58,3.58,000,0
PETR3.SA,D,20020301,000000,3.66,3.78,3.64,3.77,14907200,0
PETR3.SA,D,20020304,000000,3.69,3.81,3.69,3.81,19502400,0
PETR3.SA,D,20020305,000000,3.76,3.84,3.74,3.74,9716800,0
PETR3.SA,D,20020306,000000,3.64,3.74,3.62,3.62,10083200,0
PETR3.SA,D,20020307,000000,3.75,3.76,3.69,3.71,5769600,0
PETR3.SA,D,20020308,000000,3.66,3.73,3.64,3.66,4060800,0
PETR3.SA,D,20020311,000000,3.66,3.73,3.66,3.69,3065600,0
PETR3.SA,D,20020312,000000,3.76,3.78,3.66,3.73,12870400,0
PETR3.SA,D,20020313,000000,3.74,3.76,3.70,3.75,7051200,0
PETR3.SA,D,20020314,000000,3.74,3.83,3.75,3.83,8902400,0
PETR3.SA,D,20020315,000000,3.87,3.97,3.82,3.94,17748800,0
PETR3.SA,D,20020318,000000,4.00,4.00,3.93,3.94,4611200,0
PETR3.SA,D,20020319,000000,3.94,3.97,3.92,3.94,5486400,0
PETR3.SA,D,20020320,000000,3.95,3.95,3.87,3.89,5425600,0
PETR3.SA,D,20020321,000000,3.94,3.89,3.83,3.84,5017600,0
PETR3.SA,D,20020322,000000,3.81,3.86,3.76,3.81,5284800,0
PETR3.SA,D,20020325,000000,3.70,3.75,3.62,3.71,4976000,0
PETR3.SA,D,20020326,000000,3.75,3.79,3.71,3.77,4049600,0
PETR3.SA,D,20020327,000000,3.85,3.88,3.78,3.82,6817600,0
PETR3.SA,D,20020328,000000,3.83,3.88,3.81,3.83,4836800,0
PETR3.SA,D,20020329,000000,3.83,3.83,3.83,3.83,000,0
PETR3.SA,D,20020401,000000,3.92,3.96,3.84,3.90,6171200,0
PETR3.SA,D,20020402,000000,3.92,3.94,3.86,3.86,4804800,0
PETR3.SA,D,20020403,000000,3.77,3.84,3.76,3.81,6640000,0
PETR3.SA,D,20020404,000000,3.84,3.88,3.80,3.81,4132800,0
PETR3.SA,D,20020405,000000,3.79,3.82,3.75,3.76,3505600,0
PETR3.SA,D,20020408,000000,3.81,3.84,3.78,3.79,2118400,0
PETR3.SA,D,20020409,000000,3.69,3.76,3.68,3.68,4792000,0
PETR3.SA,D,20020410,000000,3.69,3.70,3.65,3.68,5592000,0
PETR3.SA,D,20020411,000000,3.69,3.71,3.64,3.66,8174400,0
PETR3.SA,D,20020412,000000,3.62,3.69,3.59,3.61,7336000,0
PETR3.SA,D,20020415,000000,3.63,3.71,3.64,3.67,8097600,0
PETR3.SA,D,20020416,000000,3.66,3.73,3.66,3.69,9752000,0
PETR3.SA,D,20020417,000000,3.70,3.81,3.70,3.77,6697600,0
PETR3.SA,D,20020418,000000,3.72,3.76,3.70,3.72,4654400,0
PETR3.SA,D,20020419,000000,3.72,3.74,3.70,3.70,2297600,0
PETR3.SA,D,20020422,000000,3.67,3.72,3.65,3.69,7740800,0
PETR3.SA,D,20020423,000000,3.74,3.81,3.67,3.74,5057600,0
PETR3.SA,D,20020424,000000,3.72,3.77,3.72,3.73,7491200,0
PETR3.SA,D,20020425,000000,3.69,3.73,3.64,3.67,6008000,0
PETR3.SA,D,20020426,000000,3.66,3.70,3.59,3.59,5728000,0
PETR3.SA,D,20020429,000000,3.66,3.66,3.59,3.62,4256000,0
PETR3.SA,D,20020430,000000,3.63,3.66,3.62,3.63,5120000,0
PETR3.SA,D,20020501,000000,3.63,3.63,3.63,3.63,000,0
PETR3.SA,D,20020502,000000,3.59,3.62,3.53,3.56,11508800,0
PETR3.SA,D,20020503,000000,3.54,3.58,3.49,3.57,6043200,0
PETR3.SA,D,20020506,000000,3.52,3.56,3.50,3.50,7691200,0
PETR3.SA,D,20020507,000000,3.52,3.55,3.49,3.51,9262400,0
PETR3.SA,D,20020508,000000,3.57,3.61,3.54,3.61,5110400,0
PETR3.SA,D,20020509,000000,3.56,3.59,3.51,3.53,8027200,0
PETR3.SA,D,20020510,000000,3.47,3.55,3.44,3.44,9942400,0
PETR3.SA,D,20020513,000000,3.38,3.47,3.35,3.41,7937600,0
PETR3.SA,D,20020514,000000,3.46,3.52,3.42,3.44,7091200,0
PETR3.SA,D,20020515,000000,3.44,3.44,3.40,3.41,5526400,0
PETR3.SA,D,20020516,000000,3.45,3.55,3.44,3.55,7020800,0
PETR3.SA,D,20020517,000000,3.53,3.57,3.51,3.56,4166400,0
PETR3.SA,D,20020520,000000,3.61,3.62,3.57,3.62,4840000,0
PETR3.SA,D,20020521,000000,3.62,3.67,3.62,3.66,5372800,0
PETR3.SA,D,20020522,000000,3.66,3.72,3.64,3.69,8897600,0
PETR3.SA,D,20020523,000000,3.63,3.75,3.67,3.74,11241600,0
PETR3.SA,D,20020524,000000,3.75,3.81,3.74,3.75,9481600,0
PETR3.SA,D,20020527,000000,3.61,3.75,3.71,3.75,3286400,0
PETR3.SA,D,20020528,000000,3.76,3.77,3.73,3.74,8667200,0
PETR3.SA,D,20020529,000000,3.72,3.74,3.70,3.70,3532800,0
PETR3.SA,D,20020530,000000,3.70,3.70,3.70,3.70,000,0
PETR3.SA,D,20020531,000000,3.70,3.73,3.65,3.65,5960000,0
PETR3.SA,D,20020603,000000,3.68,3.71,3.65,3.69,3771200,0
PETR3.SA,D,20020604,000000,3.74,3.75,3.67,3.75,5555200,0
PETR3.SA,D,20020605,000000,3.75,3.76,3.73,3.74,3964800,0
PETR3.SA,D,20020606,000000,3.67,3.75,3.63,3.65,9160000,0
PETR3.SA,D,20020607,000000,3.64,3.72,3.58,3.58,5478400,0
PETR3.SA,D,20020610,000000,3.60,3.63,3.59,3.61,5164800,0
PETR3.SA,D,20020611,000000,3.56,3.62,3.50,3.50,5225600,0
PETR3.SA,D,20020612,000000,3.56,3.61,3.54,3.58,6028800,0
PETR3.SA,D,20020613,000000,3.47,3.57,3.43,3.43,7603200,0
PETR3.SA,D,20020614,000000,3.38,3.44,3.33,3.35,9545600,0
PETR3.SA,D,20020617,000000,3.38,3.39,3.35,3.36,9097600,0
PETR3.SA,D,20020618,000000,3.36,3.39,3.35,3.37,9958400,0
PETR3.SA,D,20020619,000000,3.37,3.37,3.28,3.31,9873600,0
PETR3.SA,D,20020620,000000,3.31,3.36,3.11,3.19,11264000,0
PETR3.SA,D,20020621,000000,3.12,3.25,2.81,2.91,14171200,0
PETR3.SA,D,20020624,000000,2.93,3.03,2.86,3.03,6164800,0
PETR3.SA,D,20020625,000000,3.14,3.25,3.03,3.25,9780800,0
PETR3.SA,D,20020626,000000,3.28,3.39,3.19,3.36,9803200,0
PETR3.SA,D,20020627,000000,3.38,3.42,3.34,3.37,5132800,0
PETR3.SA,D,20020628,000000,3.34,3.40,3.28,3.31,4382400,0
PETR3.SA,D,20020701,000000,3.28,3.34,3.26,3.30,2972800,0
PETR3.SA,D,20020702,000000,3.24,3.29,3.17,3.22,4168000,0
PETR3.SA,D,20020703,000000,3.20,3.29,3.14,3.19,5358400,0
PETR3.SA,D,20020704,000000,3.19,3.22,3.17,3.19,4737600,0
PETR3.SA,D,20020705,000000,3.25,3.17,3.11,3.13,2289600,0
PETR3.SA,D,20020708,000000,3.16,3.16,3.08,3.09,2384000,0
PETR3.SA,D,20020709,000000,3.09,3.09,3.09,3.09,000,0
PETR3.SA,D,20020710,000000,3.12,3.19,3.09,3.10,3075200,0
PETR3.SA,D,20020711,000000,3.09,3.11,3.04,3.11,4275200,0
PETR3.SA,D,20020712,000000,3.07,3.10,3.04,3.06,8779200,0
PETR3.SA,D,20020715,000000,3.05,3.04,2.97,3.01,4569600,0
PETR3.SA,D,20020716,000000,3.03,3.06,3.00,3.06,4105600,0
PETR3.SA,D,20020717,000000,3.10,3.14,3.09,3.13,12344000,0
PETR3.SA,D,20020718,000000,3.10,3.13,2.98,3.05,7678400,0
PETR3.SA,D,20020719,000000,3.01,3.02,2.95,2.95,2654400,0
PETR3.SA,D,20020722,000000,2.84,2.94,2.69,2.69,18020800,0
PETR3.SA,D,20020723,000000,2.75,2.76,2.62,2.64,8236800,0
PETR3.SA,D,20020724,000000,2.56,2.80,2.53,2.79,10288000,0
PETR3.SA,D,20020725,000000,2.73,2.75,2.67,2.75,8291200,0
PETR3.SA,D,20020726,000000,2.65,2.78,2.56,2.61,7491200,0
PETR3.SA,D,20020729,000000,2.61,2.69,2.50,2.50,9500800,0
PETR3.SA,D,20020730,000000,2.60,2.64,2.53,2.63,14763200,0
PETR3.SA,D,20020731,000000,2.69,2.86,2.69,2.78,7371200,0
PETR3.SA,D,20020801,000000,2.77,2.85,2.73,2.81,6617600,0
PETR3.SA,D,20020802,000000,2.85,2.93,2.81,2.93,8169600,0
PETR3.SA,D,20020805,000000,2.90,2.90,2.83,2.88,8532800,0
PETR3.SA,D,20020806,000000,2.85,2.86,2.78,2.82,4363200,0
PETR3.SA,D,20020807,000000,2.84,2.86,2.75,2.80,9150400,0
PETR3.SA,D,20020808,000000,2.88,3.11,2.84,3.05,14302400,0
PETR3.SA,D,20020809,000000,3.09,3.21,3.00,3.12,17568000,0
PETR3.SA,D,20020812,000000,3.05,3.12,3.00,3.03,3804800,0
PETR3.SA,D,20020813,000000,2.98,3.01,2.82,2.82,8438400,0
PETR3.SA,D,20020814,000000,2.83,2.89,2.69,2.78,8080000,0
PETR3.SA,D,20020815,000000,2.76,2.86,2.75,2.83,2992000,0
PETR3.SA,D,20020816,000000,2.77,2.81,2.72,2.81,4779200,0
PETR3.SA,D,20020819,000000,2.83,2.83,2.74,2.75,11288000,0
PETR3.SA,D,20020820,000000,2.75,2.75,2.69,2.69,3462400,0
PETR3.SA,D,20020821,000000,2.75,2.81,2.70,2.77,19937600,0
PETR3.SA,D,20020822,000000,2.78,2.85,2.74,2.83,8088000,0
PETR3.SA,D,20020823,000000,2.82,2.88,2.81,2.82,3515200,0
PETR3.SA,D,20020826,000000,2.84,2.91,2.82,2.87,8280000,0
PETR3.SA,D,20020827,000000,2.93,3.03,2.91,3.01,6822400,0
PETR3.SA,D,20020828,000000,3.00,3.02,2.94,2.96,5555200,0
PETR3.SA,D,20020829,000000,2.96,3.00,2.88,3.00,3854400,0
PETR3.SA,D,20020830,000000,2.99,3.03,2.97,3.02,10070400,0
PETR3.SA,D,20020902,000000,3.01,3.04,2.95,3.00,1193600,0
PETR3.SA,D,20020903,000000,3.01,3.12,2.95,3.09,12217600,0
PETR3.SA,D,20020904,000000,3.06,3.16,3.06,3.10,13260800,0
PETR3.SA,D,20020905,000000,3.14,3.19,3.09,3.14,7009600,0
PETR3.SA,D,20020906,000000,3.19,3.20,3.14,3.17,6264000,0
PETR3.SA,D,20020909,000000,3.18,3.21,3.14,3.21,6784000,0
PETR3.SA,D,20020910,000000,3.25,3.29,3.19,3.27,3308800,0
PETR3.SA,D,20020911,000000,3.25,3.32,3.25,3.31,3316800,0
PETR3.SA,D,20020912,000000,3.30,3.32,3.28,3.29,4779200,0
PETR3.SA,D,20020913,000000,3.30,3.37,3.28,3.35,4656000,0
PETR3.SA,D,20020916,000000,3.35,3.36,3.28,3.31,2308800,0
PETR3.SA,D,20020917,000000,3.07,3.28,3.11,3.13,3577600,0
PETR3.SA,D,20020918,000000,3.09,3.13,3.04,3.11,5915200,0
PETR3.SA,D,20020919,000000,3.12,3.12,2.97,2.97,7662400,0
PETR3.SA,D,20020920,000000,3.06,3.09,2.93,3.03,6868800,0
PETR3.SA,D,20020923,000000,2.96,3.02,2.88,2.95,7734400,0
PETR3.SA,D,20020924,000000,2.89,2.94,2.79,2.84,6609600,0
PETR3.SA,D,20020925,000000,2.85,2.91,2.70,2.74,7008000,0
PETR3.SA,D,20020926,000000,2.72,2.81,2.67,2.71,11923200,0
PETR3.SA,D,20020927,000000,2.66,2.70,2.42,2.47,26865600,0
PETR3.SA,D,20020930,000000,2.39,2.65,2.31,2.50,13140800,0
PETR3.SA,D,20021001,000000,2.58,2.83,2.55,2.77,10512000,0
PETR3.SA,D,20021002,000000,2.79,2.83,2.72,2.73,5262400,0
PETR3.SA,D,20021003,000000,2.75,2.89,2.71,2.81,4256000,0
PETR3.SA,D,20021004,000000,2.86,2.89,2.80,2.80,3852800,0
PETR3.SA,D,20021007,000000,2.86,2.88,2.69,2.70,2584000,0
PETR3.SA,D,20021008,000000,2.69,2.75,2.61,2.70,6563200,0
PETR3.SA,D,20021009,000000,2.69,2.71,2.62,2.70,3822400,0
PETR3.SA,D,20021010,000000,2.73,2.75,2.62,2.62,11483200,0
PETR3.SA,D,20021011,000000,2.59,2.75,2.55,2.56,10716800,0
PETR3.SA,D,20021014,000000,2.44,2.51,2.37,2.38,9571200,0
PETR3.SA,D,20021015,000000,2.46,2.47,2.38,2.38,20566400,0
PETR3.SA,D,20021016,000000,2.38,2.39,2.33,2.34,17062400,0
PETR3.SA,D,20021017,000000,2.44,2.59,2.42,2.59,11352000,0
PETR3.SA,D,20021018,000000,2.61,2.67,2.59,2.62,5817600,0
PETR3.SA,D,20021021,000000,2.64,2.70,2.60,2.68,3838400,0
PETR3.SA,D,20021022,000000,2.68,2.69,2.56,2.69,7296000,0
PETR3.SA,D,20021023,000000,2.81,2.89,2.69,2.89,8212800,0
PETR3.SA,D,20021024,000000,3.09,3.12,2.83,2.97,12184000,0
PETR3.SA,D,20021025,000000,2.98,3.05,2.88,2.99,6004800,0
PETR3.SA,D,20021028,000000,2.96,3.03,2.96,2.99,4187200,0
PETR3.SA,D,20021029,000000,2.97,2.96,2.83,2.84,7995200,0
PETR3.SA,D,20021030,000000,2.92,2.99,2.89,2.98,7510400,0
PETR3.SA,D,20021031,000000,3.03,3.05,2.97,2.99,6017600,0
PETR3.SA,D,20021101,000000,2.98,3.12,2.99,2.99,11008000,0
PETR3.SA,D,20021104,000000,3.06,3.09,2.89,2.94,6489600,0
PETR3.SA,D,20021105,000000,2.94,2.94,2.85,2.85,2212800,0
PETR3.SA,D,20021106,000000,2.81,2.86,2.78,2.81,4960000,0
PETR3.SA,D,20021107,000000,2.86,2.93,2.78,2.93,2806400,0
PETR3.SA,D,20021108,000000,3.03,3.03,2.91,2.91,1641600,0
PETR3.SA,D,20021111,000000,2.94,2.98,2.94,2.98,2059200,0
PETR3.SA,D,20021112,000000,2.88,2.95,2.88,2.94,4940800,0
PETR3.SA,D,20021113,000000,2.88,2.91,2.84,2.90,7702400,0
PETR3.SA,D,20021114,000000,2.88,2.97,2.89,2.97,2560000,0
PETR3.SA,D,20021115,000000,2.97,2.97,2.97,2.97,000,0
PETR3.SA,D,20021118,000000,3.07,3.07,3.00,3.06,5491200,0
PETR3.SA,D,20021119,000000,3.06,3.09,3.00,3.02,5184000,0
PETR3.SA,D,20021120,000000,3.03,3.10,2.97,3.08,3718400,0
PETR3.SA,D,20021121,000000,3.08,3.14,3.06,3.13,7113600,0
PETR3.SA,D,20021122,000000,3.11,3.12,3.06,3.09,2398400,0
PETR3.SA,D,20021125,000000,3.10,3.12,2.99,2.99,6212800,0
PETR3.SA,D,20021126,000000,3.00,3.00,2.92,2.92,6649600,0
PETR3.SA,D,20021127,000000,2.94,2.94,2.90,2.90,2056000,0
PETR3.SA,D,20021128,000000,2.91,2.92,2.89,2.89,505600,0
PETR3.SA,D,20021129,000000,2.92,3.00,2.92,3.00,3115200,0
PETR3.SA,D,20021202,000000,3.00,3.06,3.00,3.06,3872000,0
PETR3.SA,D,20021203,000000,2.92,3.07,2.91,3.06,2563200,0
PETR3.SA,D,20021204,000000,3.00,3.06,3.00,3.06,2563200,0
PETR3.SA,D,20021205,000000,3.02,3.06,3.00,3.00,3257600,0
PETR3.SA,D,20021206,000000,3.03,3.09,3.01,3.05,5542400,0
PETR3.SA,D,20021209,000000,2.99,3.06,2.98,3.03,5779200,0
PETR3.SA,D,20021210,000000,3.02,3.04,2.98,2.99,3673600,0
PETR3.SA,D,20021211,000000,3.06,3.09,3.00,3.08,4286400,0
PETR3.SA,D,20021212,000000,3.08,3.16,3.08,3.12,4988800,0
PETR3.SA,D,20021213,000000,3.12,3.13,3.09,3.10,9630400,0
PETR3.SA,D,20021216,000000,3.12,3.16,3.08,3.12,2796800,0
PETR3.SA,D,20021217,000000,3.15,3.17,3.12,3.12,3766400,0
PETR3.SA,D,20021218,000000,3.12,3.17,3.07,3.12,5686400,0
PETR3.SA,D,20021219,000000,3.14,3.29,3.12,3.29,12595200,0
PETR3.SA,D,20021220,000000,3.35,3.48,3.31,3.45,7169600,0
